INFO:root:T=1676904188.4928 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1676904198.602814| Pinching front valves
INFO:root:T= 1676904198.602814 | asked for command Valve F1 ON
INFO:root:T= 1676904198.622814 | finished for command Valve F1 ON
INFO:root:T= 1676904198.622814 | asked for command Valve F2 ON
INFO:root:T= 1676904198.632814 | finished for command Valve F2 ON
INFO:root:T= 1676904198.632814 | asked for command Valve F3 ON
INFO:root:T= 1676904198.642814 | finished for command Valve F3 ON
INFO:root:T= 1676904198.642814 | asked for command Valve F4 ON
INFO:root:T= 1676904198.652814 | finished for command Valve F4 ON
INFO:root:T= 1676904198.652814 | asked for command Valve F5 ON
INFO:root:T= 1676904198.662814 | finished for command Valve F5 ON
INFO:root:T= 1676904198.662814 | asked for command Valve F6 ON
INFO:root:T= 1676904198.672814 | finished for command Valve F6 ON
INFO:root:T= 1676904198.672814 | asked for command Valve F7 ON
INFO:root:T= 1676904198.682814 | finished for command Valve F7 ON
INFO:root:T= 1676904198.682814 | asked for command Valve F8 ON
INFO:root:T= 1676904198.692814 | finished for command Valve F8 ON
INFO:root:T= 1676904198.952815| Pinching front valves
INFO:root:T= 1676904198.952815 | asked for command Valve F1 OFF
INFO:root:T= 1676904198.972815 | finished for command Valve F1 OFF
INFO:root:T= 1676904198.972815 | asked for command Valve F2 OFF
INFO:root:T= 1676904198.992815 | finished for command Valve F2 OFF
INFO:root:T= 1676904198.992815 | asked for command Valve F3 OFF
INFO:root:T= 1676904199.002815 | finished for command Valve F3 OFF
INFO:root:T= 1676904199.002815 | asked for command Valve F4 OFF
INFO:root:T= 1676904199.012815 | finished for command Valve F4 OFF
INFO:root:T= 1676904199.012815 | asked for command Valve F5 OFF
INFO:root:T= 1676904199.022815 | finished for command Valve F5 OFF
INFO:root:T= 1676904199.022815 | asked for command Valve F6 OFF
INFO:root:T= 1676904199.032815 | finished for command Valve F6 OFF
INFO:root:T= 1676904199.032815 | asked for command Valve F7 OFF
INFO:root:T= 1676904199.042815 | finished for command Valve F7 OFF
INFO:root:T= 1676904199.042815 | asked for command Valve F8 OFF
INFO:root:T= 1676904199.052815 | finished for command Valve F8 OFF
INFO:root:T= 1676904203.052820 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1676904203.052820 | asked for command Valve B1 ON
INFO:root:T= 1676904203.082821 | finished for command Valve B1 ON
INFO:root:T= 1676904203.082821 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1676904203.082821 | asked for command Valve B2 ON
INFO:root:T= 1676904203.092820 | finished for command Valve B2 ON
INFO:root:T= 1676904203.092820 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1676904203.092820 | asked for command Valve B3 ON
INFO:root:T= 1676904203.102821 | finished for command Valve B3 ON
INFO:root:T= 1676904203.102821 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1676904203.102821 | asked for command Valve B4 ON
INFO:root:T= 1676904203.112820 | finished for command Valve B4 ON
INFO:root:T= 1676904213.082834 | asked for command Valve B1 OFF
INFO:root:T= 1676904213.092834 | finished for command Valve B1 OFF
INFO:root:T= 1676904213.102835 | asked for command Valve B3 OFF
INFO:root:T= 1676904213.102835 | asked for command Valve B2 OFF
INFO:root:T= 1676904213.112834 | asked for command Valve B4 OFF
INFO:root:T= 1676904213.112834 | finished for command Valve B3 OFF
INFO:root:T= 1676904213.112834 | finished for command Valve B2 OFF
INFO:root:T= 1676904213.122835 | finished for command Valve B4 OFF
INFO:root:T= 1676904213.122835| Started an input pumps priming sequence
INFO:root:T= 1676904214.812837 | asked for opening Pump L1 for duration 6.000000 seconds
INFO:root:T= 1676904214.812837 | asked for command Pump L1 ON
INFO:root:T= 1676904214.832837 | finished for command Pump L1 ON
INFO:root:T= 1676904214.832837 | asked for opening Pump L2 for duration 6.000000 seconds
INFO:root:T= 1676904214.832837 | asked for command Pump L2 ON
INFO:root:T= 1676904214.842837 | finished for command Pump L2 ON
INFO:root:T= 1676904214.842837 | asked for opening Pump L3 for duration 6.000000 seconds
INFO:root:T= 1676904214.842837 | asked for command Pump L3 ON
INFO:root:T= 1676904214.852837 | finished for command Pump L3 ON
INFO:root:T= 1676904214.862837 | asked for opening Pump L4 for duration 6.000000 seconds
INFO:root:T= 1676904214.862837 | asked for command Pump L4 ON
INFO:root:T= 1676904214.872837 | finished for command Pump L4 ON
INFO:root:T= 1676904214.872837 | asked for opening Pump L5 for duration 6.000000 seconds
INFO:root:T= 1676904214.872837 | asked for command Pump L5 ON
INFO:root:T= 1676904214.882837 | finished for command Pump L5 ON
INFO:root:T= 1676904214.882837 | asked for opening Pump L6 for duration 6.000000 seconds
INFO:root:T= 1676904214.882837 | asked for command Pump L6 ON
INFO:root:T= 1676904214.892837 | finished for command Pump L6 ON
INFO:root:T= 1676904214.892837 | asked for opening Pump L7 for duration 6.000000 seconds
INFO:root:T= 1676904214.892837 | asked for command Pump L7 ON
INFO:root:T= 1676904214.902837 | finished for command Pump L7 ON
INFO:root:T= 1676904214.902837 | asked for opening Pump L8 for duration 6.000000 seconds
INFO:root:T= 1676904214.902837 | asked for command Pump L8 ON
INFO:root:T= 1676904214.912837 | finished for command Pump L8 ON
INFO:root:T= 1676904220.842845 | asked for command Pump L2 OFF
INFO:root:T= 1676904220.842845 | asked for command Pump L1 OFF
INFO:root:T= 1676904220.852845 | finished for command Pump L2 OFF
INFO:root:T= 1676904220.852845 | finished for command Pump L1 OFF
INFO:root:T= 1676904220.862845 | asked for command Pump L3 OFF
INFO:root:T= 1676904220.872845 | asked for command Pump L4 OFF
INFO:root:T= 1676904220.872845 | finished for command Pump L3 OFF
INFO:root:T= 1676904220.882845 | finished for command Pump L4 OFF
INFO:root:T= 1676904220.892846 | asked for command Pump L6 OFF
INFO:root:T= 1676904220.892846 | asked for command Pump L5 OFF
INFO:root:T= 1676904220.902845 | asked for command Pump L7 OFF
INFO:root:T= 1676904220.902845 | finished for command Pump L6 OFF
INFO:root:T= 1676904220.902845 | finished for command Pump L5 OFF
INFO:root:T= 1676904220.912846 | finished for command Pump L7 OFF
INFO:root:T= 1676904220.922845 | asked for command Pump L8 OFF
INFO:root:T= 1676904220.932846 | finished for command Pump L8 OFF
INFO:root:T= 1676904226.432853 | sending request gotobin to the ot2
INFO:root:T= 1676904226.482853 | Finished request gotobin to the ot2
INFO:root:T= 1676904237.802869| Pinching front valves
INFO:root:T= 1676904237.802869 | asked for command Valve F1 ON
INFO:root:T= 1676904237.812869 | finished for command Valve F1 ON
INFO:root:T= 1676904237.812869 | asked for command Valve F2 ON
INFO:root:T= 1676904237.822869 | finished for command Valve F2 ON
INFO:root:T= 1676904237.822869 | asked for command Valve F3 ON
INFO:root:T= 1676904237.832869 | finished for command Valve F3 ON
INFO:root:T= 1676904237.832869 | asked for command Valve F4 ON
INFO:root:T= 1676904237.842869 | finished for command Valve F4 ON
INFO:root:T= 1676904237.842869 | asked for command Valve F5 ON
INFO:root:T= 1676904237.852869 | finished for command Valve F5 ON
INFO:root:T= 1676904237.852869 | asked for command Valve F6 ON
INFO:root:T= 1676904237.862869 | finished for command Valve F6 ON
INFO:root:T= 1676904237.862869 | asked for command Valve F7 ON
INFO:root:T= 1676904237.872869 | finished for command Valve F7 ON
INFO:root:T= 1676904237.872869 | asked for command Valve F8 ON
INFO:root:T= 1676904237.882869 | finished for command Valve F8 ON
INFO:root:T= 1676904237.882869 | sending request gotobin to the ot2
INFO:root:T= 1676904237.912869 | Finished request gotobin to the ot2
INFO:root:T= 1676904237.912869 | asked for command Pump H1 ON
INFO:root:T= 1676904237.932869 | finished for command Pump H1 ON
INFO:root:T= 1676904237.932869 | asked for command Pump H2 ON
INFO:root:T= 1676904237.942869 | finished for command Pump H2 ON
INFO:root:T= 1676904237.942869 | asked for command Pump H3 ON
INFO:root:T= 1676904237.952869 | finished for command Pump H3 ON
INFO:root:T= 1676904237.952869 | asked for command Pump H4 ON
INFO:root:T= 1676904237.962869 | finished for command Pump H4 ON
INFO:root:T= 1676904237.962869 | asked for command Pump H5 ON
INFO:root:T= 1676904237.972869 | finished for command Pump H5 ON
INFO:root:T= 1676904237.972869 | asked for command Pump H6 ON
INFO:root:T= 1676904237.982869 | finished for command Pump H6 ON
INFO:root:T= 1676904237.982869 | asked for command Pump H7 ON
INFO:root:T= 1676904237.992869 | finished for command Pump H7 ON
INFO:root:T= 1676904237.992869 | asked for command Pump H8 ON
INFO:root:T= 1676904238.002870 | finished for command Pump H8 ON
INFO:root:T= 1676904275.172922 | asked for command Pump H1 OFF
INFO:root:T= 1676904275.192922 | finished for command Pump H1 OFF
INFO:root:T= 1676904275.192922 | asked for command Pump H2 OFF
INFO:root:T= 1676904275.202921 | finished for command Pump H2 OFF
INFO:root:T= 1676904275.202921 | asked for command Pump H3 OFF
INFO:root:T= 1676904275.212922 | finished for command Pump H3 OFF
INFO:root:T= 1676904275.212922 | asked for command Pump H4 OFF
INFO:root:T= 1676904275.222921 | finished for command Pump H4 OFF
INFO:root:T= 1676904275.222921 | asked for command Pump H5 OFF
INFO:root:T= 1676904275.232922 | finished for command Pump H5 OFF
INFO:root:T= 1676904275.232922 | asked for command Pump H6 OFF
INFO:root:T= 1676904275.242922 | finished for command Pump H6 OFF
INFO:root:T= 1676904275.242922 | asked for command Pump H7 OFF
INFO:root:T= 1676904275.252922 | finished for command Pump H7 OFF
