INFO:root:T=1639585539.1669502 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1639585556.466974| Pinching front valves
INFO:root:T= 1639585556.466974 | asked for command Valve F1 ON
INFO:root:T= 1639585556.486974 | finished for command Valve F1 ON
INFO:root:T= 1639585556.486974 | asked for command Valve F2 ON
INFO:root:T= 1639585556.496974 | finished for command Valve F2 ON
INFO:root:T= 1639585556.496974 | asked for command Valve F3 ON
INFO:root:T= 1639585556.506974 | finished for command Valve F3 ON
INFO:root:T= 1639585556.506974 | asked for command Valve F4 ON
INFO:root:T= 1639585556.516975 | finished for command Valve F4 ON
INFO:root:T= 1639585556.516975 | asked for command Valve F5 ON
INFO:root:T= 1639585556.526974 | finished for command Valve F5 ON
INFO:root:T= 1639585556.526974 | asked for command Valve F6 ON
INFO:root:T= 1639585556.536975 | finished for command Valve F6 ON
INFO:root:T= 1639585556.536975 | asked for command Valve F7 ON
INFO:root:T= 1639585556.546974 | finished for command Valve F7 ON
INFO:root:T= 1639585556.546974 | asked for command Valve F8 ON
INFO:root:T= 1639585556.556975 | finished for command Valve F8 ON
INFO:root:T= 1639585597.647032| Pinching front valves
INFO:root:T= 1639585597.647032 | asked for command Valve F1 OFF
INFO:root:T= 1639585597.677032 | finished for command Valve F1 OFF
INFO:root:T= 1639585597.677032 | asked for command Valve F2 OFF
INFO:root:T= 1639585597.687032 | finished for command Valve F2 OFF
INFO:root:T= 1639585597.687032 | asked for command Valve F3 OFF
INFO:root:T= 1639585597.697032 | finished for command Valve F3 OFF
INFO:root:T= 1639585597.697032 | asked for command Valve F4 OFF
INFO:root:T= 1639585597.707032 | finished for command Valve F4 OFF
INFO:root:T= 1639585597.707032 | asked for command Valve F5 OFF
INFO:root:T= 1639585597.717032 | finished for command Valve F5 OFF
INFO:root:T= 1639585597.717032 | asked for command Valve F6 OFF
INFO:root:T= 1639585597.727032 | finished for command Valve F6 OFF
INFO:root:T= 1639585597.727032 | asked for command Valve F7 OFF
INFO:root:T= 1639585597.737032 | finished for command Valve F7 OFF
INFO:root:T= 1639585597.737032 | asked for command Valve F8 OFF
INFO:root:T= 1639585597.747032 | finished for command Valve F8 OFF
INFO:root:T= 1639585693.557166 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1639585693.557166 | asked for command Valve B1 ON
WARNING:root:reading Valve B1 state not successful, trying again
INFO:root:T= 1639585696.587171 | finished for command Valve B1 ON
INFO:root:T= 1639585696.587171 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1639585696.587171 | asked for command Valve B2 ON
INFO:root:T= 1639585696.597171 | finished for command Valve B2 ON
INFO:root:T= 1639585696.597171 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1639585696.597171 | asked for command Valve B3 ON
INFO:root:T= 1639585696.607171 | finished for command Valve B3 ON
INFO:root:T= 1639585696.607171 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1639585696.607171 | asked for command Valve B4 ON
INFO:root:T= 1639585696.617171 | finished for command Valve B4 ON
INFO:root:T= 1639585706.587185 | asked for command Valve B1 OFF
INFO:root:T= 1639585706.597184 | asked for command Valve B2 OFF
INFO:root:T= 1639585706.597184 | finished for command Valve B1 OFF
INFO:root:T= 1639585706.607185 | asked for command Valve B3 OFF
INFO:root:T= 1639585706.607185 | finished for command Valve B2 OFF
INFO:root:T= 1639585706.617184 | asked for command Valve B4 OFF
INFO:root:T= 1639585706.617184 | finished for command Valve B3 OFF
INFO:root:T= 1639585706.627185 | finished for command Valve B4 OFF
INFO:root:T= 1639585743.927237| Started an input pumps priming sequence
INFO:root:T= 1639585747.897242 | asked for opening Pump L1 for duration 6.000000 seconds
INFO:root:T= 1639585747.897242 | asked for command Pump L1 ON
INFO:root:T= 1639585747.907243 | finished for command Pump L1 ON
INFO:root:T= 1639585747.907243 | asked for opening Pump L2 for duration 6.000000 seconds
INFO:root:T= 1639585747.907243 | asked for command Pump L2 ON
INFO:root:T= 1639585747.917242 | finished for command Pump L2 ON
