INFO:root:T=1671111342.6523345 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1671111347.792341| Pinching front valves
INFO:root:T= 1671111347.792341 | asked for command Valve F1 ON
INFO:root:T= 1671111347.812341 | finished for command Valve F1 ON
INFO:root:T= 1671111347.812341 | asked for command Valve F2 ON
INFO:root:T= 1671111347.822342 | finished for command Valve F2 ON
INFO:root:T= 1671111347.822342 | asked for command Valve F3 ON
INFO:root:T= 1671111347.832341 | finished for command Valve F3 ON
INFO:root:T= 1671111347.832341 | asked for command Valve F4 ON
INFO:root:T= 1671111347.852341 | finished for command Valve F4 ON
INFO:root:T= 1671111347.852341 | asked for command Valve F5 ON
INFO:root:T= 1671111347.862342 | finished for command Valve F5 ON
INFO:root:T= 1671111347.862342 | asked for command Valve F6 ON
INFO:root:T= 1671111347.872342 | finished for command Valve F6 ON
INFO:root:T= 1671111347.872342 | asked for command Valve F7 ON
INFO:root:T= 1671111347.882342 | finished for command Valve F7 ON
INFO:root:T= 1671111347.882342 | asked for command Valve F8 ON
INFO:root:T= 1671111347.892342 | finished for command Valve F8 ON
INFO:root:T= 1671111348.072342| Pinching front valves
INFO:root:T= 1671111348.072342 | asked for command Valve F1 OFF
INFO:root:T= 1671111348.092342 | finished for command Valve F1 OFF
INFO:root:T= 1671111348.092342 | asked for command Valve F2 OFF
INFO:root:T= 1671111348.102342 | finished for command Valve F2 OFF
INFO:root:T= 1671111348.102342 | asked for command Valve F3 OFF
INFO:root:T= 1671111348.112342 | finished for command Valve F3 OFF
INFO:root:T= 1671111348.112342 | asked for command Valve F4 OFF
INFO:root:T= 1671111348.122342 | finished for command Valve F4 OFF
INFO:root:T= 1671111348.122342 | asked for command Valve F5 OFF
INFO:root:T= 1671111348.132342 | finished for command Valve F5 OFF
INFO:root:T= 1671111348.132342 | asked for command Valve F6 OFF
INFO:root:T= 1671111348.142342 | finished for command Valve F6 OFF
INFO:root:T= 1671111348.142342 | asked for command Valve F7 OFF
INFO:root:T= 1671111348.152342 | finished for command Valve F7 OFF
INFO:root:T= 1671111348.152342 | asked for command Valve F8 OFF
INFO:root:T= 1671111348.162342 | finished for command Valve F8 OFF
INFO:root:T= 1671111354.252351 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1671111354.252351 | asked for command Valve B1 ON
INFO:root:T= 1671111354.262351 | finished for command Valve B1 ON
INFO:root:T= 1671111354.262351 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1671111354.262351 | asked for command Valve B2 ON
INFO:root:T= 1671111354.272351 | finished for command Valve B2 ON
INFO:root:T= 1671111354.272351 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1671111354.272351 | asked for command Valve B3 ON
INFO:root:T= 1671111354.282351 | finished for command Valve B3 ON
INFO:root:T= 1671111354.282351 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1671111354.282351 | asked for command Valve B4 ON
INFO:root:T= 1671111354.292351 | finished for command Valve B4 ON
INFO:root:T= 1671111364.272365 | asked for command Valve B1 OFF
INFO:root:T= 1671111364.272365 | asked for command Valve B2 OFF
INFO:root:T= 1671111364.282365 | asked for command Valve B3 OFF
INFO:root:T= 1671111364.282365 | finished for command Valve B1 OFF
INFO:root:T= 1671111364.282365 | finished for command Valve B2 OFF
INFO:root:T= 1671111364.292365 | asked for command Valve B4 OFF
