INFO:root:T=1649676159.8903675 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1649676170.110382| Pinching front valves
INFO:root:T= 1649676170.110382 | asked for command Valve F1 ON
INFO:root:T= 1649676170.130382 | finished for command Valve F1 ON
INFO:root:T= 1649676170.130382 | asked for command Valve F2 ON
INFO:root:T= 1649676170.150382 | finished for command Valve F2 ON
INFO:root:T= 1649676170.150382 | asked for command Valve F3 ON
INFO:root:T= 1649676170.160382 | finished for command Valve F3 ON
INFO:root:T= 1649676170.160382 | asked for command Valve F4 ON
INFO:root:T= 1649676170.170382 | finished for command Valve F4 ON
INFO:root:T= 1649676170.170382 | asked for command Valve F5 ON
INFO:root:T= 1649676170.180382 | finished for command Valve F5 ON
INFO:root:T= 1649676170.180382 | asked for command Valve F6 ON
INFO:root:T= 1649676170.190382 | finished for command Valve F6 ON
INFO:root:T= 1649676170.190382 | asked for command Valve F7 ON
INFO:root:T= 1649676170.200382 | finished for command Valve F7 ON
INFO:root:T= 1649676170.200382 | asked for command Valve F8 ON
INFO:root:T= 1649676170.210382 | finished for command Valve F8 ON
INFO:root:T= 1649676170.570382| Pinching front valves
INFO:root:T= 1649676170.570382 | asked for command Valve F1 OFF
INFO:root:T= 1649676170.580382 | finished for command Valve F1 OFF
INFO:root:T= 1649676170.580382 | asked for command Valve F2 OFF
INFO:root:T= 1649676170.610382 | finished for command Valve F2 OFF
INFO:root:T= 1649676170.610382 | asked for command Valve F3 OFF
INFO:root:T= 1649676170.620383 | finished for command Valve F3 OFF
INFO:root:T= 1649676170.620383 | asked for command Valve F4 OFF
INFO:root:T= 1649676170.630382 | finished for command Valve F4 OFF
INFO:root:T= 1649676170.630382 | asked for command Valve F5 OFF
INFO:root:T= 1649676170.640383 | finished for command Valve F5 OFF
INFO:root:T= 1649676170.640383 | asked for command Valve F6 OFF
INFO:root:T= 1649676170.650383 | finished for command Valve F6 OFF
INFO:root:T= 1649676170.650383 | asked for command Valve F7 OFF
INFO:root:T= 1649676170.660383 | finished for command Valve F7 OFF
INFO:root:T= 1649676170.660383 | asked for command Valve F8 OFF
INFO:root:T= 1649676170.670382 | finished for command Valve F8 OFF
INFO:root:T= 1649676185.150403 | sending request gotobin to the ot2
INFO:root:T= 1649676186.440404 | Finished request gotobin to the ot2
INFO:root:T= 1649676188.920408 | sending request toggle_tray to the guava
INFO:root:T= 1649676201.250425 | Finished request toggle_tray to the guava
INFO:root:T= 1649676208.660436 | sending request toggle_tray to the guava
INFO:root:T= 1649676220.890453 | Finished request toggle_tray to the guava
INFO:root:T= 1649676220.910453 | sending request blink/1 to the ot2
INFO:root:T= 1649676221.410454 | Finished request blink/1 to the ot2
INFO:root:T= 1649676221.420453 | asked for command Valve B1 ON
INFO:root:T= 1649676221.430454 | finished for command Valve B1 ON
INFO:root:T= 1649676221.430454 | asked for command Valve B2 ON
INFO:root:T= 1649676221.440454 | finished for command Valve B2 ON
INFO:root:T= 1649676221.440454 | asked for command Valve B3 ON
INFO:root:T= 1649676221.450454 | finished for command Valve B3 ON
INFO:root:T= 1649676221.450454 | asked for turbidity readings for turbi sets {1, 2}
INFO:root:T= 1649676222.560455 | received turbidity readings for turbi set 1: R1= 85.0 R2= 86.0 R3= 76.0 R4= 116.0
INFO:root:T= 1649676223.620457 | received turbidity readings for turbi set 2: R5= 95.0 R6= 90.0 R7= 100.0 R8= 88.0
INFO:root:T= 1649676228.730464 | received turbidity readings for turbi set 1: R1= 86.0 R2= 87.0 R3= 77.0 R4= 114.0
INFO:root:T= 1649676229.830465 | received turbidity readings for turbi set 2: R5= 89.0 R6= 89.0 R7= 99.0 R8= 79.0
INFO:root:T= 1649676234.960473 | received turbidity readings for turbi set 1: R1= 82.0 R2= 89.0 R3= 71.0 R4= 130.0
INFO:root:T= 1649676236.050474 | received turbidity readings for turbi set 2: R5= 92.0 R6= 91.0 R7= 100.0 R8= 84.0
INFO:root:T= 1649676241.150481 | received turbidity readings for turbi set 1: R1= 84.0 R2= 90.0 R3= 72.0 R4= 125.0
INFO:root:T= 1649676242.270483 | received turbidity readings for turbi set 2: R5= 93.0 R6= 93.0 R7= 102.0 R8= 80.0
INFO:root:T= 1649676247.360490 | received turbidity readings for turbi set 1: R1= 86.0 R2= 89.0 R3= 67.0 R4= 124.0
INFO:root:T= 1649676248.450491 | received turbidity readings for turbi set 2: R5= 93.0 R6= 85.0 R7= 96.0 R8= 89.0
INFO:root:T= 1649676253.530499 | received turbidity readings for turbi set 1: R1= 92.0 R2= 85.0 R3= 78.0 R4= 119.0
INFO:root:T= 1649676254.630500 | received turbidity readings for turbi set 2: R5= 93.0 R6= 88.0 R7= 99.0 R8= 92.0
