INFO:root:T=1649678139.8761394 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1649678149.136153| Pinching front valves
INFO:root:T= 1649678149.136153 | asked for command Valve F1 ON
INFO:root:T= 1649678149.176152 | finished for command Valve F1 ON
INFO:root:T= 1649678149.176152 | asked for command Valve F2 ON
INFO:root:T= 1649678149.196153 | finished for command Valve F2 ON
INFO:root:T= 1649678149.196153 | asked for command Valve F3 ON
INFO:root:T= 1649678149.206153 | finished for command Valve F3 ON
INFO:root:T= 1649678149.206153 | asked for command Valve F4 ON
INFO:root:T= 1649678149.216153 | finished for command Valve F4 ON
INFO:root:T= 1649678149.216153 | asked for command Valve F5 ON
INFO:root:T= 1649678149.226153 | finished for command Valve F5 ON
INFO:root:T= 1649678149.226153 | asked for command Valve F6 ON
INFO:root:T= 1649678149.236153 | finished for command Valve F6 ON
INFO:root:T= 1649678149.236153 | asked for command Valve F7 ON
INFO:root:T= 1649678149.246153 | finished for command Valve F7 ON
INFO:root:T= 1649678149.246153 | asked for command Valve F8 ON
INFO:root:T= 1649678149.256153 | finished for command Valve F8 ON
INFO:root:T= 1649678149.326153| Pinching front valves
INFO:root:T= 1649678149.326153 | asked for command Valve F1 OFF
INFO:root:T= 1649678149.346153 | finished for command Valve F1 OFF
INFO:root:T= 1649678149.346153 | asked for command Valve F2 OFF
INFO:root:T= 1649678149.356153 | finished for command Valve F2 OFF
INFO:root:T= 1649678149.356153 | asked for command Valve F3 OFF
INFO:root:T= 1649678149.366153 | finished for command Valve F3 OFF
INFO:root:T= 1649678149.366153 | asked for command Valve F4 OFF
INFO:root:T= 1649678149.376153 | finished for command Valve F4 OFF
INFO:root:T= 1649678149.376153 | asked for command Valve F5 OFF
INFO:root:T= 1649678149.386153 | finished for command Valve F5 OFF
INFO:root:T= 1649678149.386153 | asked for command Valve F6 OFF
INFO:root:T= 1649678149.396153 | finished for command Valve F6 OFF
INFO:root:T= 1649678149.396153 | asked for command Valve F7 OFF
INFO:root:T= 1649678149.406153 | finished for command Valve F7 OFF
INFO:root:T= 1649678149.406153 | asked for command Valve F8 OFF
INFO:root:T= 1649678149.416153 | finished for command Valve F8 OFF
INFO:root:T= 1649678157.206164 | sending request gotobin to the ot2
INFO:root:T= 1649678158.496166 | Finished request gotobin to the ot2
INFO:root:T= 1649678161.286170 | sending request blink/1 to the ot2
INFO:root:T= 1649678161.786170 | Finished request blink/1 to the ot2
INFO:root:T= 1649678161.786170 | asked for command Valve B1 ON
INFO:root:T= 1649678161.796170 | finished for command Valve B1 ON
INFO:root:T= 1649678161.796170 | asked for command Valve B2 ON
INFO:root:T= 1649678161.806170 | finished for command Valve B2 ON
INFO:root:T= 1649678161.806170 | asked for command Valve B3 ON
INFO:root:T= 1649678161.816170 | finished for command Valve B3 ON
INFO:root:T= 1649678161.816170 | asked for turbidity readings for turbi sets {1, 2}
INFO:root:T= 1649678162.946172 | received turbidity readings for turbi set 1: R1= 85.0 R2= 87.0 R3= 76.0 R4= 125.0
INFO:root:T= 1649678164.046173 | received turbidity readings for turbi set 2: R5= 101.0 R6= 85.0 R7= 101.0 R8= 77.0
INFO:root:T= 1649678169.166181 | received turbidity readings for turbi set 1: R1= 82.0 R2= 86.0 R3= 76.0 R4= 114.0
INFO:root:T= 1649678170.276182 | received turbidity readings for turbi set 2: R5= 94.0 R6= 90.0 R7= 103.0 R8= 80.0
INFO:root:T= 1649678175.406189 | received turbidity readings for turbi set 1: R1= 82.0 R2= 87.0 R3= 75.0 R4= 120.0
INFO:root:T= 1649678176.496191 | received turbidity readings for turbi set 2: R5= 89.0 R6= 84.0 R7= 104.0 R8= 82.0
INFO:root:T= 1649678181.606198 | received turbidity readings for turbi set 1: R1= 86.0 R2= 85.0 R3= 77.0 R4= 118.0
INFO:root:T= 1649678182.696199 | received turbidity readings for turbi set 2: R5= 90.0 R6= 94.0 R7= 100.0 R8= 86.0
