INFO:root:T=1677663244.610265 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1677663251.480275| Pinching front valves
INFO:root:T= 1677663251.480275 | asked for command Valve F1 ON
INFO:root:T= 1677663251.500275 | finished for command Valve F1 ON
INFO:root:T= 1677663251.500275 | asked for command Valve F2 ON
INFO:root:T= 1677663251.510275 | finished for command Valve F2 ON
INFO:root:T= 1677663251.510275 | asked for command Valve F3 ON
WARNING:root:T= 1677663251.520275 | command Valve F3 ON not successful, trying again
INFO:root:T= 1677663251.530275 | finished for command Valve F3 ON
INFO:root:T= 1677663251.530275 | asked for command Valve F4 ON
INFO:root:T= 1677663251.540275 | finished for command Valve F4 ON
INFO:root:T= 1677663251.540275 | asked for command Valve F5 ON
INFO:root:T= 1677663251.550275 | finished for command Valve F5 ON
INFO:root:T= 1677663251.550275 | asked for command Valve F6 ON
INFO:root:T= 1677663251.560275 | finished for command Valve F6 ON
INFO:root:T= 1677663251.560275 | asked for command Valve F7 ON
INFO:root:T= 1677663251.570275 | finished for command Valve F7 ON
INFO:root:T= 1677663251.570275 | asked for command Valve F8 ON
INFO:root:T= 1677663251.580275 | finished for command Valve F8 ON
INFO:root:T= 1677663252.020275| Pinching front valves
INFO:root:T= 1677663252.020275 | asked for command Valve F1 OFF
INFO:root:T= 1677663252.040276 | finished for command Valve F1 OFF
INFO:root:T= 1677663252.040276 | asked for command Valve F2 OFF
INFO:root:T= 1677663252.060276 | finished for command Valve F2 OFF
INFO:root:T= 1677663252.060276 | asked for command Valve F3 OFF
INFO:root:T= 1677663252.070275 | finished for command Valve F3 OFF
INFO:root:T= 1677663252.070275 | asked for command Valve F4 OFF
INFO:root:T= 1677663252.080276 | finished for command Valve F4 OFF
INFO:root:T= 1677663252.080276 | asked for command Valve F5 OFF
INFO:root:T= 1677663252.090276 | finished for command Valve F5 OFF
INFO:root:T= 1677663252.090276 | asked for command Valve F6 OFF
INFO:root:T= 1677663252.100276 | finished for command Valve F6 OFF
INFO:root:T= 1677663252.100276 | asked for command Valve F7 OFF
INFO:root:T= 1677663252.110276 | finished for command Valve F7 OFF
INFO:root:T= 1677663252.110276 | asked for command Valve F8 OFF
INFO:root:T= 1677663252.120275 | finished for command Valve F8 OFF
INFO:root:T= 1677663258.810285 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1677663258.810285 | asked for command Valve B1 ON
INFO:root:T= 1677663258.830285 | finished for command Valve B1 ON
INFO:root:T= 1677663258.830285 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1677663258.830285 | asked for command Valve B2 ON
INFO:root:T= 1677663258.840285 | finished for command Valve B2 ON
INFO:root:T= 1677663258.840285 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1677663258.840285 | asked for command Valve B3 ON
INFO:root:T= 1677663258.850285 | finished for command Valve B3 ON
INFO:root:T= 1677663258.850285 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1677663258.850285 | asked for command Valve B4 ON
INFO:root:T= 1677663258.860285 | finished for command Valve B4 ON
INFO:root:T= 1677663268.830299 | asked for command Valve B1 OFF
INFO:root:T= 1677663268.840299 | asked for command Valve B2 OFF
INFO:root:T= 1677663268.840299 | finished for command Valve B1 OFF
INFO:root:T= 1677663268.850299 | asked for command Valve B3 OFF
INFO:root:T= 1677663268.850299 | finished for command Valve B2 OFF
