INFO:root:T=1671109965.1394057 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1671109979.859426| Pinching front valves
INFO:root:T= 1671109979.859426 | asked for command Valve F1 ON
INFO:root:T= 1671109979.879426 | finished for command Valve F1 ON
INFO:root:T= 1671109979.879426 | asked for command Valve F2 ON
INFO:root:T= 1671109979.889426 | finished for command Valve F2 ON
INFO:root:T= 1671109979.889426 | asked for command Valve F3 ON
INFO:root:T= 1671109979.899426 | finished for command Valve F3 ON
INFO:root:T= 1671109979.899426 | asked for command Valve F4 ON
INFO:root:T= 1671109979.909426 | finished for command Valve F4 ON
INFO:root:T= 1671109979.909426 | asked for command Valve F5 ON
INFO:root:T= 1671109979.919426 | finished for command Valve F5 ON
INFO:root:T= 1671109979.919426 | asked for command Valve F6 ON
INFO:root:T= 1671109979.929426 | finished for command Valve F6 ON
INFO:root:T= 1671109979.929426 | asked for command Valve F7 ON
INFO:root:T= 1671109979.939427 | finished for command Valve F7 ON
INFO:root:T= 1671109979.939427 | asked for command Valve F8 ON
INFO:root:T= 1671109979.949426 | finished for command Valve F8 ON
INFO:root:T= 1671109980.249427| Pinching front valves
INFO:root:T= 1671109980.249427 | asked for command Valve F1 OFF
INFO:root:T= 1671109980.289427 | finished for command Valve F1 OFF
INFO:root:T= 1671109980.289427 | asked for command Valve F2 OFF
INFO:root:T= 1671109980.299427 | finished for command Valve F2 OFF
INFO:root:T= 1671109980.299427 | asked for command Valve F3 OFF
INFO:root:T= 1671109980.309427 | finished for command Valve F3 OFF
INFO:root:T= 1671109980.309427 | asked for command Valve F4 OFF
INFO:root:T= 1671109980.319427 | finished for command Valve F4 OFF
INFO:root:T= 1671109980.319427 | asked for command Valve F5 OFF
INFO:root:T= 1671109980.329427 | finished for command Valve F5 OFF
INFO:root:T= 1671109980.329427 | asked for command Valve F6 OFF
INFO:root:T= 1671109980.339427 | finished for command Valve F6 OFF
INFO:root:T= 1671109980.339427 | asked for command Valve F7 OFF
INFO:root:T= 1671109980.349427 | finished for command Valve F7 OFF
INFO:root:T= 1671109980.349427 | asked for command Valve F8 OFF
INFO:root:T= 1671109980.359427 | finished for command Valve F8 OFF
INFO:root:T= 1671109983.389431| Pinching front valves
INFO:root:T= 1671109983.389431 | asked for command Valve F1 ON
INFO:root:T= 1671109983.409431 | finished for command Valve F1 ON
INFO:root:T= 1671109983.409431 | asked for command Valve F2 ON
INFO:root:T= 1671109983.419431 | finished for command Valve F2 ON
INFO:root:T= 1671109983.419431 | asked for command Valve F3 ON
INFO:root:T= 1671109983.429431 | finished for command Valve F3 ON
INFO:root:T= 1671109983.429431 | asked for command Valve F4 ON
INFO:root:T= 1671109983.439431 | finished for command Valve F4 ON
INFO:root:T= 1671109983.439431 | asked for command Valve F5 ON
INFO:root:T= 1671109983.449431 | finished for command Valve F5 ON
INFO:root:T= 1671109983.449431 | asked for command Valve F6 ON
INFO:root:T= 1671109983.459431 | finished for command Valve F6 ON
INFO:root:T= 1671109983.459431 | asked for command Valve F7 ON
INFO:root:T= 1671109983.469431 | finished for command Valve F7 ON
INFO:root:T= 1671109983.469431 | asked for command Valve F8 ON
INFO:root:T= 1671109983.479431 | finished for command Valve F8 ON
INFO:root:T= 1671110015.899477| Pinching front valves
INFO:root:T= 1671110015.899477 | asked for command Valve F1 OFF
INFO:root:T= 1671110015.909477 | finished for command Valve F1 OFF
INFO:root:T= 1671110015.909477 | asked for command Valve F2 OFF
INFO:root:T= 1671110015.919477 | finished for command Valve F2 OFF
INFO:root:T= 1671110015.919477 | asked for command Valve F3 OFF
INFO:root:T= 1671110015.929477 | finished for command Valve F3 OFF
INFO:root:T= 1671110015.929477 | asked for command Valve F4 OFF
INFO:root:T= 1671110015.939477 | finished for command Valve F4 OFF
INFO:root:T= 1671110015.939477 | asked for command Valve F5 OFF
INFO:root:T= 1671110015.949477 | finished for command Valve F5 OFF
INFO:root:T= 1671110015.949477 | asked for command Valve F6 OFF
INFO:root:T= 1671110015.959477 | finished for command Valve F6 OFF
INFO:root:T= 1671110015.959477 | asked for command Valve F7 OFF
INFO:root:T= 1671110015.969477 | finished for command Valve F7 OFF
INFO:root:T= 1671110015.969477 | asked for command Valve F8 OFF
INFO:root:T= 1671110015.979477 | finished for command Valve F8 OFF
INFO:root:T= 1671110883.290691 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1671110883.290691 | asked for command Valve B1 ON
WARNING:root:reading Valve B1 state not successful, trying again
INFO:root:T= 1671110886.310695 | finished for command Valve B1 ON
INFO:root:T= 1671110886.310695 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1671110886.310695 | asked for command Valve B2 ON
INFO:root:T= 1671110886.320695 | finished for command Valve B2 ON
INFO:root:T= 1671110886.320695 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1671110886.320695 | asked for command Valve B3 ON
INFO:root:T= 1671110886.330695 | finished for command Valve B3 ON
INFO:root:T= 1671110886.330695 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1671110886.330695 | asked for command Valve B4 ON
