INFO:root:T=1642428434.162516 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1642428441.072526| Pinching front valves
INFO:root:T= 1642428441.072526 | asked for command Valve F1 ON
INFO:root:T= 1642428441.092526 | finished for command Valve F1 ON
INFO:root:T= 1642428441.092526 | asked for command Valve F2 ON
INFO:root:T= 1642428441.102526 | finished for command Valve F2 ON
INFO:root:T= 1642428441.102526 | asked for command Valve F3 ON
INFO:root:T= 1642428441.122526 | finished for command Valve F3 ON
INFO:root:T= 1642428441.122526 | asked for command Valve F4 ON
INFO:root:T= 1642428441.132526 | finished for command Valve F4 ON
INFO:root:T= 1642428441.132526 | asked for command Valve F5 ON
INFO:root:T= 1642428441.142526 | finished for command Valve F5 ON
INFO:root:T= 1642428441.142526 | asked for command Valve F6 ON
INFO:root:T= 1642428441.152526 | finished for command Valve F6 ON
INFO:root:T= 1642428441.152526 | asked for command Valve F7 ON
INFO:root:T= 1642428441.162526 | finished for command Valve F7 ON
INFO:root:T= 1642428441.162526 | asked for command Valve F8 ON
INFO:root:T= 1642428441.172526 | finished for command Valve F8 ON
INFO:root:T= 1642428461.242554| Pinching front valves
INFO:root:T= 1642428461.242554 | asked for command Valve F1 OFF
INFO:root:T= 1642428461.262554 | finished for command Valve F1 OFF
INFO:root:T= 1642428461.262554 | asked for command Valve F2 OFF
INFO:root:T= 1642428461.272554 | finished for command Valve F2 OFF
INFO:root:T= 1642428461.272554 | asked for command Valve F3 OFF
INFO:root:T= 1642428461.282554 | finished for command Valve F3 OFF
INFO:root:T= 1642428461.282554 | asked for command Valve F4 OFF
INFO:root:T= 1642428461.292554 | finished for command Valve F4 OFF
INFO:root:T= 1642428461.292554 | asked for command Valve F5 OFF
INFO:root:T= 1642428461.302554 | finished for command Valve F5 OFF
INFO:root:T= 1642428461.312554 | asked for command Valve F6 OFF
INFO:root:T= 1642428461.322554 | finished for command Valve F6 OFF
INFO:root:T= 1642428461.322554 | asked for command Valve F7 OFF
INFO:root:T= 1642428461.332554 | finished for command Valve F7 OFF
INFO:root:T= 1642428461.332554 | asked for command Valve F8 OFF
INFO:root:T= 1642428461.342554 | finished for command Valve F8 OFF
INFO:root:T= 1642428467.412563 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1642428467.412563 | asked for command Valve B1 ON
INFO:root:T= 1642428467.432563 | finished for command Valve B1 ON
INFO:root:T= 1642428467.432563 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1642428467.432563 | asked for command Valve B2 ON
INFO:root:T= 1642428467.442563 | finished for command Valve B2 ON
INFO:root:T= 1642428467.442563 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1642428467.442563 | asked for command Valve B3 ON
INFO:root:T= 1642428467.452563 | finished for command Valve B3 ON
INFO:root:T= 1642428467.452563 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1642428467.452563 | asked for command Valve B4 ON
INFO:root:T= 1642428467.462563 | finished for command Valve B4 ON
INFO:root:T= 1642428477.442577 | asked for command Valve B2 OFF
INFO:root:T= 1642428477.442577 | asked for command Valve B1 OFF
INFO:root:T= 1642428477.452577 | finished for command Valve B2 OFF
INFO:root:T= 1642428477.462577 | finished for command Valve B1 OFF
INFO:root:T= 1642428477.472577 | asked for command Valve B4 OFF
INFO:root:T= 1642428477.472577 | asked for command Valve B3 OFF
INFO:root:T= 1642428477.482577 | finished for command Valve B4 OFF
INFO:root:T= 1642428477.492577 | finished for command Valve B3 OFF
INFO:root:T= 1642428513.922628| Started an input pumps priming sequence
INFO:root:T= 1642428515.012630 | asked for opening Pump L1 for duration 6.000000 seconds
INFO:root:T= 1642428515.012630 | asked for command Pump L1 ON
INFO:root:T= 1642428515.022629 | finished for command Pump L1 ON
INFO:root:T= 1642428515.022629 | asked for opening Pump L2 for duration 6.000000 seconds
INFO:root:T= 1642428515.022629 | asked for command Pump L2 ON
INFO:root:T= 1642428515.042629 | finished for command Pump L2 ON
INFO:root:T= 1642428515.042629 | asked for opening Pump L3 for duration 6.000000 seconds
INFO:root:T= 1642428515.042629 | asked for command Pump L3 ON
INFO:root:T= 1642428515.052629 | finished for command Pump L3 ON
INFO:root:T= 1642428515.052629 | asked for opening Pump L4 for duration 6.000000 seconds
INFO:root:T= 1642428515.052629 | asked for command Pump L4 ON
INFO:root:T= 1642428515.062629 | finished for command Pump L4 ON
INFO:root:T= 1642428515.062629 | asked for opening Pump L5 for duration 6.000000 seconds
INFO:root:T= 1642428515.062629 | asked for command Pump L5 ON
