INFO:root:T=1671213755.3528867 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1671213764.072899| Pinching front valves
INFO:root:T= 1671213764.072899 | asked for command Valve F1 ON
INFO:root:T= 1671213764.122899 | finished for command Valve F1 ON
INFO:root:T= 1671213764.122899 | asked for command Valve F2 ON
INFO:root:T= 1671213764.132899 | finished for command Valve F2 ON
INFO:root:T= 1671213764.132899 | asked for command Valve F3 ON
INFO:root:T= 1671213764.142899 | finished for command Valve F3 ON
INFO:root:T= 1671213764.142899 | asked for command Valve F4 ON
INFO:root:T= 1671213764.152899 | finished for command Valve F4 ON
INFO:root:T= 1671213764.152899 | asked for command Valve F5 ON
INFO:root:T= 1671213764.162899 | finished for command Valve F5 ON
INFO:root:T= 1671213764.162899 | asked for command Valve F6 ON
INFO:root:T= 1671213764.172899 | finished for command Valve F6 ON
INFO:root:T= 1671213764.172899 | asked for command Valve F7 ON
INFO:root:T= 1671213764.182899 | finished for command Valve F7 ON
INFO:root:T= 1671213764.182899 | asked for command Valve F8 ON
INFO:root:T= 1671213764.192899 | finished for command Valve F8 ON
INFO:root:T= 1671213764.552900| Pinching front valves
INFO:root:T= 1671213764.552900 | asked for command Valve F1 OFF
INFO:root:T= 1671213764.572900 | finished for command Valve F1 OFF
INFO:root:T= 1671213764.572900 | asked for command Valve F2 OFF
INFO:root:T= 1671213764.582900 | finished for command Valve F2 OFF
INFO:root:T= 1671213764.582900 | asked for command Valve F3 OFF
INFO:root:T= 1671213764.592900 | finished for command Valve F3 OFF
INFO:root:T= 1671213764.592900 | asked for command Valve F4 OFF
INFO:root:T= 1671213764.602900 | finished for command Valve F4 OFF
INFO:root:T= 1671213764.602900 | asked for command Valve F5 OFF
INFO:root:T= 1671213764.612900 | finished for command Valve F5 OFF
INFO:root:T= 1671213764.612900 | asked for command Valve F6 OFF
INFO:root:T= 1671213764.622900 | finished for command Valve F6 OFF
INFO:root:T= 1671213764.622900 | asked for command Valve F7 OFF
INFO:root:T= 1671213764.632900 | finished for command Valve F7 OFF
INFO:root:T= 1671213764.632900 | asked for command Valve F8 OFF
INFO:root:T= 1671213764.642900 | finished for command Valve F8 OFF
INFO:root:T= 1671213810.192964 | sending request move_to/sampling_metal/2 to the ot2
INFO:root:T= 1671213810.412964 | Finished request move_to/sampling_metal/2 to the ot2
INFO:root:T= 1671213831.392993 | sending request gotobin to the ot2
INFO:root:T= 1671213833.202996 | Finished request gotobin to the ot2
INFO:root:T= 1671213837.393002| Started an input pumps sequence
INFO:root:T= 1671213884.493068 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1671213884.493068 | asked for command Valve B1 ON
WARNING:root:reading Valve B1 state not successful, trying again
INFO:root:T= 1671213887.513072 | finished for command Valve B1 ON
INFO:root:T= 1671213887.513072 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1671213887.513072 | asked for command Valve B2 ON
INFO:root:T= 1671213887.523072 | finished for command Valve B2 ON
INFO:root:T= 1671213887.523072 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1671213887.523072 | asked for command Valve B3 ON
INFO:root:T= 1671213887.533072 | finished for command Valve B3 ON
INFO:root:T= 1671213887.533072 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1671213887.533072 | asked for command Valve B4 ON
INFO:root:T= 1671213887.543072 | finished for command Valve B4 ON
INFO:root:T= 1671213897.513086 | asked for command Valve B1 OFF
INFO:root:T= 1671213897.523086 | asked for command Valve B2 OFF
INFO:root:T= 1671213897.523086 | finished for command Valve B1 OFF
INFO:root:T= 1671213897.533086 | finished for command Valve B2 OFF
INFO:root:T= 1671213897.543086 | asked for command Valve B4 OFF
INFO:root:T= 1671213897.543086 | asked for command Valve B3 OFF
INFO:root:T= 1671213897.553086 | finished for command Valve B3 OFF
INFO:root:T= 1671213897.553086 | finished for command Valve B4 OFF
INFO:root:T= 1671213905.583097| Started an input pumps priming sequence
INFO:root:T= 1671213935.883140| Started an input pumps priming sequence
INFO:root:T= 1671214188.973494 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1671214188.973494 | asked for command Valve B1 ON
WARNING:root:reading Valve B1 state not successful, trying again
INFO:root:T= 1671214191.993498 | finished for command Valve B1 ON
INFO:root:T= 1671214191.993498 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1671214191.993498 | asked for command Valve B2 ON
INFO:root:T= 1671214192.003498 | finished for command Valve B2 ON
INFO:root:T= 1671214192.003498 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1671214192.003498 | asked for command Valve B3 ON
INFO:root:T= 1671214192.013498 | finished for command Valve B3 ON
INFO:root:T= 1671214192.013498 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1671214192.013498 | asked for command Valve B4 ON
INFO:root:T= 1671214192.023498 | finished for command Valve B4 ON
INFO:root:T= 1671214201.993512 | asked for command Valve B1 OFF
INFO:root:T= 1671214202.003512 | asked for command Valve B2 OFF
INFO:root:T= 1671214202.003512 | finished for command Valve B1 OFF
INFO:root:T= 1671214202.013512 | finished for command Valve B2 OFF
INFO:root:T= 1671214202.033512 | asked for command Valve B4 OFF
INFO:root:T= 1671214202.033512 | asked for command Valve B3 OFF
INFO:root:T= 1671214202.053512 | finished for command Valve B4 OFF
INFO:root:T= 1671214202.053512 | finished for command Valve B3 OFF
INFO:root:T= 1671214242.713569 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1671214242.713569 | asked for command Valve B1 ON
INFO:root:T= 1671214242.733569 | finished for command Valve B1 ON
INFO:root:T= 1671214242.733569 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1671214242.733569 | asked for command Valve B2 ON
INFO:root:T= 1671214242.743569 | finished for command Valve B2 ON
INFO:root:T= 1671214242.743569 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1671214242.743569 | asked for command Valve B3 ON
INFO:root:T= 1671214242.753569 | finished for command Valve B3 ON
INFO:root:T= 1671214242.753569 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1671214242.753569 | asked for command Valve B4 ON
INFO:root:T= 1671214242.763569 | finished for command Valve B4 ON
INFO:root:T= 1671214252.733583 | asked for command Valve B1 OFF
INFO:root:T= 1671214252.743583 | asked for command Valve B2 OFF
INFO:root:T= 1671214252.743583 | finished for command Valve B1 OFF
INFO:root:T= 1671214252.753583 | asked for command Valve B3 OFF
INFO:root:T= 1671214252.753583 | finished for command Valve B2 OFF
INFO:root:T= 1671214252.763583 | finished for command Valve B3 OFF
INFO:root:T= 1671214252.773583 | asked for command Valve B4 OFF
INFO:root:T= 1671214252.773583| Started an input pumps priming sequence
INFO:root:T= 1671214252.783583 | finished for command Valve B4 OFF
INFO:root:T= 1671444753.329504| Pinching front valves
INFO:root:T= 1671444753.329504 | asked for command Valve F1 ON
WARNING:root:reading Valve F1 state not successful, trying again
INFO:root:T= 1671444756.349509 | finished for command Valve F1 ON
INFO:root:T= 1671444756.349509 | asked for command Valve F2 ON
INFO:root:T= 1671444756.359509 | finished for command Valve F2 ON
INFO:root:T= 1671444756.359509 | asked for command Valve F3 ON
INFO:root:T= 1671444756.369509 | finished for command Valve F3 ON
INFO:root:T= 1671444756.369509 | asked for command Valve F4 ON
INFO:root:T= 1671444756.379508 | finished for command Valve F4 ON
INFO:root:T= 1671444756.379508 | asked for command Valve F5 ON
INFO:root:T= 1671444756.389509 | finished for command Valve F5 ON
INFO:root:T= 1671444756.389509 | asked for command Valve F6 ON
INFO:root:T= 1671444756.399508 | finished for command Valve F6 ON
INFO:root:T= 1671444756.399508 | asked for command Valve F7 ON
INFO:root:T= 1671444756.409509 | finished for command Valve F7 ON
INFO:root:T= 1671444756.409509 | asked for command Valve F8 ON
INFO:root:T= 1671444756.419509 | finished for command Valve F8 ON
INFO:root:T= 1671444758.739512| Pinching front valves
INFO:root:T= 1671444758.739512 | asked for command Valve F1 OFF
INFO:root:T= 1671444758.769512 | finished for command Valve F1 OFF
INFO:root:T= 1671444758.769512 | asked for command Valve F2 OFF
INFO:root:T= 1671444758.779512 | finished for command Valve F2 OFF
INFO:root:T= 1671444758.779512 | asked for command Valve F3 OFF
INFO:root:T= 1671444758.789512 | finished for command Valve F3 OFF
