INFO:root:T=1677661689.2580874 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1677661696.378097| Pinching front valves
INFO:root:T= 1677661701.328104| Pinching front valves
INFO:root:T= 1677661701.328104 | asked for command Valve F1 ON
INFO:root:T= 1677661701.348104 | finished for command Valve F1 ON
INFO:root:T= 1677661701.348104 | asked for command Valve F2 ON
INFO:root:T= 1677661701.358104 | finished for command Valve F2 ON
INFO:root:T= 1677661701.358104 | asked for command Valve F3 ON
INFO:root:T= 1677661701.368104 | finished for command Valve F3 ON
INFO:root:T= 1677661701.368104 | asked for command Valve F4 ON
INFO:root:T= 1677661701.388104 | finished for command Valve F4 ON
INFO:root:T= 1677661701.388104 | asked for command Valve F5 ON
INFO:root:T= 1677661701.398105 | finished for command Valve F5 ON
INFO:root:T= 1677661701.398105 | asked for command Valve F6 ON
INFO:root:T= 1677661701.408104 | finished for command Valve F6 ON
INFO:root:T= 1677661701.408104 | asked for command Valve F7 ON
INFO:root:T= 1677661701.418105 | finished for command Valve F7 ON
INFO:root:T= 1677661701.418105 | asked for command Valve F8 ON
INFO:root:T= 1677661701.428104 | finished for command Valve F8 ON
INFO:root:T= 1677661701.728105| Pinching front valves
INFO:root:T= 1677661701.728105 | asked for command Valve F1 OFF
INFO:root:T= 1677661701.748105 | finished for command Valve F1 OFF
INFO:root:T= 1677661701.748105 | asked for command Valve F2 OFF
INFO:root:T= 1677661701.758105 | finished for command Valve F2 OFF
INFO:root:T= 1677661701.758105 | asked for command Valve F3 OFF
INFO:root:T= 1677661701.768105 | finished for command Valve F3 OFF
INFO:root:T= 1677661701.768105 | asked for command Valve F4 OFF
INFO:root:T= 1677661701.778105 | finished for command Valve F4 OFF
INFO:root:T= 1677661701.778105 | asked for command Valve F5 OFF
INFO:root:T= 1677661701.788105 | finished for command Valve F5 OFF
INFO:root:T= 1677661701.788105 | asked for command Valve F6 OFF
INFO:root:T= 1677661701.798105 | finished for command Valve F6 OFF
INFO:root:T= 1677661701.798105 | asked for command Valve F7 OFF
INFO:root:T= 1677661701.808105 | finished for command Valve F7 OFF
INFO:root:T= 1677661701.808105 | asked for command Valve F8 OFF
INFO:root:T= 1677661701.818105 | finished for command Valve F8 OFF
INFO:root:T= 1677661706.388112 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1677661706.388112 | asked for command Valve B1 ON
WARNING:root:T= 1677661706.398112 | command Valve B1 ON not successful, trying again
INFO:root:T= 1677661706.408112 | finished for command Valve B1 ON
INFO:root:T= 1677661706.408112 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1677661706.408112 | asked for command Valve B2 ON
INFO:root:T= 1677661706.418112 | finished for command Valve B2 ON
INFO:root:T= 1677661706.418112 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1677661706.418112 | asked for command Valve B3 ON
INFO:root:T= 1677661706.428112 | finished for command Valve B3 ON
INFO:root:T= 1677661706.428112 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1677661706.428112 | asked for command Valve B4 ON
INFO:root:T= 1677661706.438112 | finished for command Valve B4 ON
INFO:root:T= 1677661716.408125 | asked for command Valve B1 OFF
INFO:root:T= 1677661716.418126 | finished for command Valve B1 OFF
INFO:root:T= 1677661716.428125 | asked for command Valve B3 OFF
INFO:root:T= 1677661716.428125 | asked for command Valve B2 OFF
INFO:root:T= 1677661716.438126 | asked for command Valve B4 OFF
INFO:root:T= 1677661716.438126 | finished for command Valve B3 OFF
INFO:root:T= 1677661716.438126 | finished for command Valve B2 OFF
INFO:root:T= 1677661716.448126 | finished for command Valve B4 OFF
INFO:root:T= 1677661901.028384 | sending request blink/1 to the ot2
INFO:root:T= 1677661901.048384 | Finished request blink/1 to the ot2
INFO:root:T= 1677661901.048384 | asked for command Valve B1 ON
WARNING:root:reading Valve B1 state not successful, trying again
INFO:root:T= 1677661904.068388 | finished for command Valve B1 ON
INFO:root:T= 1677661904.068388 | asked for command Valve B2 ON
INFO:root:T= 1677661904.078388 | finished for command Valve B2 ON
INFO:root:T= 1677661904.078388 | asked for command Valve B3 ON
INFO:root:T= 1677661904.088388 | finished for command Valve B3 ON
INFO:root:T= 1677661904.088388 | asked for turbidity readings for turbi sets {1, 2}
INFO:root:T= 1677661905.158390 | received turbidity readings for turbi set 1: R1= 1023.0 R2= 162.0 R3= 150.0 R4= 177.0
INFO:root:T= 1677661906.218391 | received turbidity readings for turbi set 2: R5= 191.0 R6= 163.0 R7= 183.0 R8= 155.0
INFO:root:T= 1677661911.328398 | received turbidity readings for turbi set 1: R1= 1023.0 R2= 167.0 R3= 147.0 R4= 178.0
INFO:root:T= 1677661912.428400 | received turbidity readings for turbi set 2: R5= 192.0 R6= 164.0 R7= 183.0 R8= 153.0
INFO:root:T= 1677661917.548407 | received turbidity readings for turbi set 1: R1= 1023.0 R2= 160.0 R3= 150.0 R4= 186.0
INFO:root:T= 1677661918.578408 | received turbidity readings for turbi set 2: R5= 197.0 R6= 164.0 R7= 183.0 R8= 160.0
INFO:root:T= 1677661923.668416 | received turbidity readings for turbi set 1: R1= 1023.0 R2= 168.0 R3= 147.0 R4= 179.0
INFO:root:T= 1677661924.718417 | received turbidity readings for turbi set 2: R5= 196.0 R6= 164.0 R7= 180.0 R8= 161.0
