INFO:root:T=1645107174.1003964 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1645107184.130410| Pinching front valves
INFO:root:T= 1645107184.130410 | asked for command Valve F1 ON
INFO:root:T= 1645107184.150410 | finished for command Valve F1 ON
INFO:root:T= 1645107184.150410 | asked for command Valve F2 ON
INFO:root:T= 1645107184.160411 | finished for command Valve F2 ON
INFO:root:T= 1645107184.160411 | asked for command Valve F3 ON
INFO:root:T= 1645107184.170410 | finished for command Valve F3 ON
INFO:root:T= 1645107184.170410 | asked for command Valve F4 ON
INFO:root:T= 1645107184.180411 | finished for command Valve F4 ON
INFO:root:T= 1645107184.180411 | asked for command Valve F5 ON
INFO:root:T= 1645107184.190411 | finished for command Valve F5 ON
INFO:root:T= 1645107184.190411 | asked for command Valve F6 ON
INFO:root:T= 1645107184.200411 | finished for command Valve F6 ON
INFO:root:T= 1645107184.200411 | asked for command Valve F7 ON
INFO:root:T= 1645107184.210411 | finished for command Valve F7 ON
INFO:root:T= 1645107184.210411 | asked for command Valve F8 ON
INFO:root:T= 1645107184.220411 | finished for command Valve F8 ON
INFO:root:T= 1645107184.970412| Pinching front valves
INFO:root:T= 1645107184.970412 | asked for command Valve F1 OFF
INFO:root:T= 1645107184.980412 | finished for command Valve F1 OFF
INFO:root:T= 1645107184.980412 | asked for command Valve F2 OFF
INFO:root:T= 1645107184.990412 | finished for command Valve F2 OFF
INFO:root:T= 1645107184.990412 | asked for command Valve F3 OFF
INFO:root:T= 1645107185.000412 | finished for command Valve F3 OFF
INFO:root:T= 1645107185.000412 | asked for command Valve F4 OFF
INFO:root:T= 1645107185.010412 | finished for command Valve F4 OFF
INFO:root:T= 1645107185.010412 | asked for command Valve F5 OFF
INFO:root:T= 1645107185.020412 | finished for command Valve F5 OFF
INFO:root:T= 1645107185.020412 | asked for command Valve F6 OFF
INFO:root:T= 1645107185.030412 | finished for command Valve F6 OFF
INFO:root:T= 1645107185.030412 | asked for command Valve F7 OFF
INFO:root:T= 1645107185.040412 | finished for command Valve F7 OFF
INFO:root:T= 1645107185.040412 | asked for command Valve F8 OFF
INFO:root:T= 1645107185.050412 | finished for command Valve F8 OFF
INFO:root:T= 1645107192.840423 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1645107192.840423 | asked for command Valve B1 ON
INFO:root:T= 1645107192.850423 | finished for command Valve B1 ON
