INFO:root:T=1651233691.6182382 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1651233715.878272| Pinching front valves
INFO:root:T= 1651233715.878272 | asked for command Valve F1 ON
INFO:root:T= 1651233715.898272 | finished for command Valve F1 ON
INFO:root:T= 1651233715.898272 | asked for command Valve F3 ON
INFO:root:T= 1651233715.908272 | finished for command Valve F3 ON
INFO:root:T= 1651233715.908272 | asked for command Valve F5 ON
INFO:root:T= 1651233715.918272 | finished for command Valve F5 ON
INFO:root:T= 1651233715.918272 | asked for command Valve F7 ON
INFO:root:T= 1651233715.928272 | finished for command Valve F7 ON
INFO:root:T= 1651233715.928272 | asked for command Valve F2 ON
INFO:root:T= 1651233715.938272 | finished for command Valve F2 ON
INFO:root:T= 1651233715.938272 | asked for command Valve F4 ON
INFO:root:T= 1651233715.958272 | finished for command Valve F4 ON
INFO:root:T= 1651233715.958272 | asked for command Valve F6 ON
INFO:root:T= 1651233715.968272 | finished for command Valve F6 ON
INFO:root:T= 1651233715.968272 | asked for command Valve F8 ON
INFO:root:T= 1651233715.978272 | finished for command Valve F8 ON
INFO:root:T= 1651233717.018274| Pinching front valves
INFO:root:T= 1651233717.018274 | asked for command Valve F1 OFF
INFO:root:T= 1651233717.028274 | finished for command Valve F1 OFF
INFO:root:T= 1651233717.028274 | asked for command Valve F3 OFF
INFO:root:T= 1651233717.038274 | finished for command Valve F3 OFF
INFO:root:T= 1651233717.038274 | asked for command Valve F5 OFF
INFO:root:T= 1651233717.048274 | finished for command Valve F5 OFF
INFO:root:T= 1651233717.048274 | asked for command Valve F7 OFF
INFO:root:T= 1651233717.058274 | finished for command Valve F7 OFF
INFO:root:T= 1651233717.058274 | asked for command Valve F2 OFF
INFO:root:T= 1651233717.068274 | finished for command Valve F2 OFF
INFO:root:T= 1651233717.068274 | asked for command Valve F4 OFF
INFO:root:T= 1651233717.078274 | finished for command Valve F4 OFF
INFO:root:T= 1651233717.078274 | asked for command Valve F6 OFF
INFO:root:T= 1651233717.088274 | finished for command Valve F6 OFF
INFO:root:T= 1651233717.088274 | asked for command Valve F8 OFF
INFO:root:T= 1651233717.098274 | finished for command Valve F8 OFF
INFO:root:T= 1651233738.448304 | sending request blink/1 to the ot2
INFO:root:T= 1651233738.978305 | Finished request blink/1 to the ot2
INFO:root:T= 1651233738.978305 | asked for command Valve B1 ON
INFO:root:T= 1651233738.988305 | finished for command Valve B1 ON
INFO:root:T= 1651233738.988305 | asked for command Valve B2 ON
INFO:root:T= 1651233738.998305 | finished for command Valve B2 ON
INFO:root:T= 1651233738.998305 | asked for command Valve B3 ON
INFO:root:T= 1651233739.008305 | finished for command Valve B3 ON
INFO:root:T= 1651233739.008305 | asked for turbidity readings for turbi sets {1, 2}
INFO:root:T= 1651233740.108306 | received turbidity readings for turbi set 1: R1= 185.0 R2= 190.0 R3= 148.0 R4= 204.0
INFO:root:T= 1651233741.188308 | received turbidity readings for turbi set 2: R5= 95.0 R6= 168.0 R7= 197.0 R8= 157.0
INFO:root:T= 1651233746.278315 | received turbidity readings for turbi set 1: R1= 183.0 R2= 191.0 R3= 149.0 R4= 210.0
INFO:root:T= 1651233747.398316 | received turbidity readings for turbi set 2: R5= 98.0 R6= 170.0 R7= 195.0 R8= 157.0
INFO:root:T= 1651233752.498323 | received turbidity readings for turbi set 1: R1= 189.0 R2= 189.0 R3= 145.0 R4= 200.0
INFO:root:T= 1651233753.628325 | received turbidity readings for turbi set 2: R5= 94.0 R6= 167.0 R7= 197.0 R8= 149.0
