INFO:root:T=1646229346.639441 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1646229352.929450| Pinching front valves
INFO:root:T= 1646229352.929450 | asked for command Valve F1 ON
INFO:root:T= 1646229352.949450 | finished for command Valve F1 ON
INFO:root:T= 1646229352.949450 | asked for command Valve F2 ON
INFO:root:T= 1646229352.959450 | finished for command Valve F2 ON
INFO:root:T= 1646229352.959450 | asked for command Valve F3 ON
INFO:root:T= 1646229352.969450 | finished for command Valve F3 ON
INFO:root:T= 1646229352.969450 | asked for command Valve F4 ON
INFO:root:T= 1646229352.979450 | finished for command Valve F4 ON
INFO:root:T= 1646229352.979450 | asked for command Valve F5 ON
INFO:root:T= 1646229352.989450 | finished for command Valve F5 ON
INFO:root:T= 1646229352.989450 | asked for command Valve F6 ON
INFO:root:T= 1646229352.999449 | finished for command Valve F6 ON
INFO:root:T= 1646229352.999449 | asked for command Valve F7 ON
INFO:root:T= 1646229353.009450 | finished for command Valve F7 ON
INFO:root:T= 1646229353.009450 | asked for command Valve F8 ON
INFO:root:T= 1646229353.019450 | finished for command Valve F8 ON
INFO:root:T= 1646229353.709451| Pinching front valves
INFO:root:T= 1646229353.709451 | asked for command Valve F1 OFF
INFO:root:T= 1646229353.729451 | finished for command Valve F1 OFF
INFO:root:T= 1646229353.729451 | asked for command Valve F2 OFF
INFO:root:T= 1646229353.739451 | finished for command Valve F2 OFF
INFO:root:T= 1646229353.739451 | asked for command Valve F3 OFF
INFO:root:T= 1646229353.749451 | finished for command Valve F3 OFF
INFO:root:T= 1646229353.749451 | asked for command Valve F4 OFF
INFO:root:T= 1646229353.759451 | finished for command Valve F4 OFF
INFO:root:T= 1646229353.759451 | asked for command Valve F5 OFF
INFO:root:T= 1646229353.769451 | finished for command Valve F5 OFF
INFO:root:T= 1646229353.769451 | asked for command Valve F6 OFF
INFO:root:T= 1646229353.779451 | finished for command Valve F6 OFF
INFO:root:T= 1646229353.779451 | asked for command Valve F7 OFF
INFO:root:T= 1646229353.789451 | finished for command Valve F7 OFF
INFO:root:T= 1646229353.789451 | asked for command Valve F8 OFF
INFO:root:T= 1646229353.799451 | finished for command Valve F8 OFF
INFO:root:T= 1646229374.929481 | sending request blink/1 to the ot2
INFO:root:T= 1646229375.469481 | Finished request blink/1 to the ot2
INFO:root:T= 1646229375.469481 | asked for command Valve B1 ON
INFO:root:T= 1646229375.479481 | finished for command Valve B1 ON
INFO:root:T= 1646229375.479481 | asked for command Valve B2 ON
INFO:root:T= 1646229375.489481 | finished for command Valve B2 ON
INFO:root:T= 1646229375.489481 | asked for command Valve B3 ON
INFO:root:T= 1646229375.499481 | finished for command Valve B3 ON
INFO:root:T= 1646229375.499481 | asked for turbidity readings for turbi sets {1, 2}
INFO:root:T= 1646229376.549483 | received turbidity readings for turbi set 1: R1= 129.0 R2= 126.0 R3= 104.0 R4= 154.0
INFO:root:T= 1646229377.569484 | received turbidity readings for turbi set 2: R5= 131.0 R6= 141.0 R7= 185.0 R8= 141.0
INFO:root:T= 1646229382.659491 | received turbidity readings for turbi set 1: R1= 131.0 R2= 130.0 R3= 110.0 R4= 154.0
INFO:root:T= 1646229383.719493 | received turbidity readings for turbi set 2: R5= 121.0 R6= 137.0 R7= 184.0 R8= 146.0
INFO:root:T= 1646229388.779500 | received turbidity readings for turbi set 1: R1= 131.0 R2= 123.0 R3= 106.0 R4= 157.0
INFO:root:T= 1646229389.819501 | received turbidity readings for turbi set 2: R5= 124.0 R6= 142.0 R7= 181.0 R8= 137.0
INFO:root:T= 1646229394.919508 | received turbidity readings for turbi set 1: R1= 132.0 R2= 124.0 R3= 106.0 R4= 156.0
INFO:root:T= 1646229395.969510 | received turbidity readings for turbi set 2: R5= 129.0 R6= 142.0 R7= 179.0 R8= 139.0
