INFO:root:T=1646223573.0493574 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1646223580.719368| Pinching front valves
INFO:root:T= 1646223580.719368 | asked for command Valve F1 ON
INFO:root:T= 1646223580.749368 | finished for command Valve F1 ON
INFO:root:T= 1646223580.749368 | asked for command Valve F2 ON
INFO:root:T= 1646223580.759368 | finished for command Valve F2 ON
INFO:root:T= 1646223580.759368 | asked for command Valve F3 ON
INFO:root:T= 1646223580.769368 | finished for command Valve F3 ON
INFO:root:T= 1646223580.769368 | asked for command Valve F4 ON
INFO:root:T= 1646223580.779368 | finished for command Valve F4 ON
INFO:root:T= 1646223580.779368 | asked for command Valve F5 ON
INFO:root:T= 1646223580.789368 | finished for command Valve F5 ON
INFO:root:T= 1646223580.789368 | asked for command Valve F6 ON
INFO:root:T= 1646223580.799368 | finished for command Valve F6 ON
INFO:root:T= 1646223580.799368 | asked for command Valve F7 ON
INFO:root:T= 1646223580.809368 | finished for command Valve F7 ON
INFO:root:T= 1646223580.809368 | asked for command Valve F8 ON
INFO:root:T= 1646223580.819368 | finished for command Valve F8 ON
INFO:root:T= 1646223596.159389| Pinching front valves
INFO:root:T= 1646223596.159389 | asked for command Valve F1 OFF
INFO:root:T= 1646223596.169389 | finished for command Valve F1 OFF
INFO:root:T= 1646223596.169389 | asked for command Valve F2 OFF
INFO:root:T= 1646223596.189389 | finished for command Valve F2 OFF
INFO:root:T= 1646223596.189389 | asked for command Valve F3 OFF
INFO:root:T= 1646223596.199390 | finished for command Valve F3 OFF
INFO:root:T= 1646223596.199390 | asked for command Valve F4 OFF
INFO:root:T= 1646223596.209390 | finished for command Valve F4 OFF
INFO:root:T= 1646223596.209390 | asked for command Valve F5 OFF
INFO:root:T= 1646223596.219390 | finished for command Valve F5 OFF
INFO:root:T= 1646223596.219390 | asked for command Valve F6 OFF
INFO:root:T= 1646223596.229390 | finished for command Valve F6 OFF
INFO:root:T= 1646223596.229390 | asked for command Valve F7 OFF
INFO:root:T= 1646223596.239390 | finished for command Valve F7 OFF
INFO:root:T= 1646223596.239390 | asked for command Valve F8 OFF
INFO:root:T= 1646223596.249390 | finished for command Valve F8 OFF
INFO:root:T= 1646223668.619491 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1646223668.619491 | asked for command Valve B1 ON
WARNING:root:reading Valve B1 state not successful, trying again
INFO:root:T= 1646223674.649499 | finished for command Valve B1 ON
INFO:root:T= 1646223674.649499 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1646223674.649499 | asked for command Valve B2 ON
INFO:root:T= 1646223674.659499 | finished for command Valve B2 ON
INFO:root:T= 1646223674.659499 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1646223674.659499 | asked for command Valve B3 ON
WARNING:root:T= 1646223674.669499 | command Valve B3 ON not successful, trying again
INFO:root:T= 1646223674.679500 | finished for command Valve B3 ON
INFO:root:T= 1646223674.679500 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1646223674.679500 | asked for command Valve B4 ON
INFO:root:T= 1646223674.699500 | finished for command Valve B4 ON
INFO:root:T= 1646223684.649513 | asked for command Valve B1 OFF
INFO:root:T= 1646223684.659513 | finished for command Valve B1 OFF
INFO:root:T= 1646223684.669513 | asked for command Valve B2 OFF
INFO:root:T= 1646223684.679513 | asked for command Valve B3 OFF
INFO:root:T= 1646223684.679513 | finished for command Valve B2 OFF
INFO:root:T= 1646223684.689513 | finished for command Valve B3 OFF
INFO:root:T= 1646223684.699514 | asked for command Valve B4 OFF
INFO:root:T= 1646223684.709513 | finished for command Valve B4 OFF
INFO:root:T= 1646223689.159520| Started an input pumps priming sequence
INFO:root:T= 1646223692.879525 | asked for opening Pump L1 for duration 6.000000 seconds
INFO:root:T= 1646223692.879525 | asked for command Pump L1 ON
INFO:root:T= 1646223692.899525 | finished for command Pump L1 ON
INFO:root:T= 1646223692.899525 | asked for opening Pump L2 for duration 6.000000 seconds
INFO:root:T= 1646223692.899525 | asked for command Pump L2 ON
INFO:root:T= 1646223692.909525 | finished for command Pump L2 ON
INFO:root:T= 1646223692.909525 | asked for opening Pump L3 for duration 6.000000 seconds
INFO:root:T= 1646223692.909525 | asked for command Pump L3 ON
INFO:root:T= 1646223692.919525 | finished for command Pump L3 ON
INFO:root:T= 1646223692.919525 | asked for opening Pump L4 for duration 6.000000 seconds
INFO:root:T= 1646223692.919525 | asked for command Pump L4 ON
INFO:root:T= 1646223692.929525 | finished for command Pump L4 ON
INFO:root:T= 1646223692.929525 | asked for opening Pump L5 for duration 6.000000 seconds
INFO:root:T= 1646223692.929525 | asked for command Pump L5 ON
INFO:root:T= 1646223692.939525 | finished for command Pump L5 ON
INFO:root:T= 1646223692.939525 | asked for opening Pump L6 for duration 6.000000 seconds
INFO:root:T= 1646223692.939525 | asked for command Pump L6 ON
INFO:root:T= 1646223692.949525 | finished for command Pump L6 ON
INFO:root:T= 1646223692.949525 | asked for opening Pump L7 for duration 6.000000 seconds
INFO:root:T= 1646223692.949525 | asked for command Pump L7 ON
INFO:root:T= 1646223692.959525 | finished for command Pump L7 ON
INFO:root:T= 1646223692.959525 | asked for opening Pump L8 for duration 6.000000 seconds
INFO:root:T= 1646223692.959525 | asked for command Pump L8 ON
INFO:root:T= 1646223692.969525 | finished for command Pump L8 ON
INFO:root:T= 1646223698.899533 | asked for command Pump L1 OFF
INFO:root:T= 1646223698.909534 | asked for command Pump L2 OFF
INFO:root:T= 1646223698.909534 | finished for command Pump L1 OFF
INFO:root:T= 1646223698.919533 | finished for command Pump L2 OFF
INFO:root:T= 1646223698.929533 | asked for command Pump L3 OFF
INFO:root:T= 1646223698.929533 | asked for command Pump L4 OFF
INFO:root:T= 1646223698.939533 | finished for command Pump L3 OFF
INFO:root:T= 1646223698.949533 | asked for command Pump L6 OFF
INFO:root:T= 1646223698.949533 | asked for command Pump L5 OFF
INFO:root:T= 1646223698.949533 | finished for command Pump L4 OFF
INFO:root:T= 1646223698.959533 | asked for command Pump L7 OFF
INFO:root:T= 1646223698.969533 | finished for command Pump L5 OFF
INFO:root:T= 1646223698.969533 | finished for command Pump L7 OFF
INFO:root:T= 1646223698.969533 | finished for command Pump L6 OFF
INFO:root:T= 1646223698.979534 | asked for command Pump L8 OFF
INFO:root:T= 1646223698.989533 | finished for command Pump L8 OFF
INFO:root:T= 1646223701.239537 | asked for opening Pump L1 for duration 6.000000 seconds
INFO:root:T= 1646223701.239537 | asked for command Pump L1 ON
INFO:root:T= 1646223701.259537 | finished for command Pump L1 ON
INFO:root:T= 1646223701.259537 | asked for opening Pump L2 for duration 6.000000 seconds
INFO:root:T= 1646223701.259537 | asked for command Pump L2 ON
INFO:root:T= 1646223701.269537 | finished for command Pump L2 ON
INFO:root:T= 1646223701.269537 | asked for opening Pump L3 for duration 6.000000 seconds
INFO:root:T= 1646223701.269537 | asked for command Pump L3 ON
INFO:root:T= 1646223701.279537 | finished for command Pump L3 ON
INFO:root:T= 1646223701.279537 | asked for opening Pump L4 for duration 6.000000 seconds
INFO:root:T= 1646223701.279537 | asked for command Pump L4 ON
INFO:root:T= 1646223701.299537 | finished for command Pump L4 ON
INFO:root:T= 1646223701.299537 | asked for opening Pump L5 for duration 6.000000 seconds
INFO:root:T= 1646223701.299537 | asked for command Pump L5 ON
INFO:root:T= 1646223701.319537 | finished for command Pump L5 ON
INFO:root:T= 1646223701.319537 | asked for opening Pump L6 for duration 6.000000 seconds
INFO:root:T= 1646223701.319537 | asked for command Pump L6 ON
INFO:root:T= 1646223701.329537 | finished for command Pump L6 ON
INFO:root:T= 1646223701.329537 | asked for opening Pump L7 for duration 6.000000 seconds
INFO:root:T= 1646223701.329537 | asked for command Pump L7 ON
INFO:root:T= 1646223701.339537 | finished for command Pump L7 ON
INFO:root:T= 1646223701.339537 | asked for opening Pump L8 for duration 6.000000 seconds
INFO:root:T= 1646223701.339537 | asked for command Pump L8 ON
INFO:root:T= 1646223701.349537 | finished for command Pump L8 ON
INFO:root:T= 1646223707.259545 | asked for command Pump L1 OFF
INFO:root:T= 1646223707.269545 | finished for command Pump L1 OFF
INFO:root:T= 1646223707.279545 | asked for command Pump L2 OFF
INFO:root:T= 1646223707.279545 | asked for command Pump L3 OFF
INFO:root:T= 1646223707.289545 | finished for command Pump L2 OFF
INFO:root:T= 1646223707.289545 | finished for command Pump L3 OFF
INFO:root:T= 1646223707.309545 | asked for command Pump L4 OFF
INFO:root:T= 1646223707.319545 | asked for command Pump L5 OFF
INFO:root:T= 1646223707.319545 | finished for command Pump L4 OFF
INFO:root:T= 1646223707.329545 | finished for command Pump L5 OFF
INFO:root:T= 1646223707.339545 | asked for command Pump L7 OFF
INFO:root:T= 1646223707.339545 | asked for command Pump L6 OFF
INFO:root:T= 1646223707.349545 | asked for command Pump L8 OFF
INFO:root:T= 1646223707.349545 | finished for command Pump L7 OFF
