INFO:root:T=1651069149.8875487 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1651069175.837585| Pinching front valves
INFO:root:T= 1651069175.837585 | asked for command Valve F1 ON
INFO:root:T= 1651069175.867585 | finished for command Valve F1 ON
INFO:root:T= 1651069175.867585 | asked for command Valve F2 ON
INFO:root:T= 1651069175.887585 | finished for command Valve F2 ON
INFO:root:T= 1651069175.887585 | asked for command Valve F3 ON
INFO:root:T= 1651069175.897585 | finished for command Valve F3 ON
INFO:root:T= 1651069175.897585 | asked for command Valve F4 ON
INFO:root:T= 1651069175.907585 | finished for command Valve F4 ON
INFO:root:T= 1651069175.907585 | asked for command Valve F5 ON
INFO:root:T= 1651069175.917585 | finished for command Valve F5 ON
INFO:root:T= 1651069175.917585 | asked for command Valve F6 ON
INFO:root:T= 1651069175.927585 | finished for command Valve F6 ON
INFO:root:T= 1651069175.927585 | asked for command Valve F7 ON
INFO:root:T= 1651069175.937585 | finished for command Valve F7 ON
INFO:root:T= 1651069175.937585 | asked for command Valve F8 ON
INFO:root:T= 1651069175.947585 | finished for command Valve F8 ON
INFO:root:T= 1651069241.297677| Pinching front valves
INFO:root:T= 1651069241.297677 | asked for command Valve F1 OFF
WARNING:root:reading Valve F1 state not successful, trying again
INFO:root:T= 1651069247.347685 | finished for command Valve F1 OFF
INFO:root:T= 1651069247.347685 | asked for command Valve F2 OFF
INFO:root:T= 1651069247.357685 | finished for command Valve F2 OFF
INFO:root:T= 1651069247.357685 | asked for command Valve F3 OFF
INFO:root:T= 1651069247.367685 | finished for command Valve F3 OFF
INFO:root:T= 1651069247.367685 | asked for command Valve F4 OFF
INFO:root:T= 1651069247.377685 | finished for command Valve F4 OFF
INFO:root:T= 1651069247.377685 | asked for command Valve F5 OFF
INFO:root:T= 1651069247.387685 | finished for command Valve F5 OFF
INFO:root:T= 1651069247.387685 | asked for command Valve F6 OFF
INFO:root:T= 1651069247.397685 | finished for command Valve F6 OFF
INFO:root:T= 1651069247.397685 | asked for command Valve F7 OFF
INFO:root:T= 1651069247.407685 | finished for command Valve F7 OFF
INFO:root:T= 1651069247.407685 | asked for command Valve F8 OFF
INFO:root:T= 1651069247.417685 | finished for command Valve F8 OFF
INFO:root:T= 1651069312.647777 | asked for opening Valve B1 for duration 10.000000 seconds
INFO:root:T= 1651069312.647777 | asked for command Valve B1 ON
WARNING:root:reading Valve B1 state not successful, trying again
INFO:root:T= 1651069318.677785 | finished for command Valve B1 ON
INFO:root:T= 1651069318.677785 | asked for opening Valve B2 for duration 10.000000 seconds
INFO:root:T= 1651069318.677785 | asked for command Valve B2 ON
INFO:root:T= 1651069318.687785 | finished for command Valve B2 ON
INFO:root:T= 1651069318.687785 | asked for opening Valve B3 for duration 10.000000 seconds
INFO:root:T= 1651069318.687785 | asked for command Valve B3 ON
INFO:root:T= 1651069318.707785 | finished for command Valve B3 ON
INFO:root:T= 1651069318.707785 | asked for opening Valve B4 for duration 10.000000 seconds
INFO:root:T= 1651069318.707785 | asked for command Valve B4 ON
INFO:root:T= 1651069318.717785 | finished for command Valve B4 ON
INFO:root:T= 1651069328.677799 | asked for command Valve B1 OFF
INFO:root:T= 1651069328.687799 | asked for command Valve B2 OFF
INFO:root:T= 1651069328.687799 | finished for command Valve B1 OFF
INFO:root:T= 1651069328.697799 | finished for command Valve B2 OFF
INFO:root:T= 1651069328.717799 | asked for command Valve B3 OFF
INFO:root:T= 1651069328.717799 | asked for command Valve B4 OFF
INFO:root:T= 1651069328.737799 | finished for command Valve B3 OFF
INFO:root:T= 1651069328.737799 | finished for command Valve B4 OFF
INFO:root:T=1651069839.3905141 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
