INFO:root:T=1644503569.5230958 | domain=GLOBAL | msg=opto-cyto-reactors cod git id =5bd4dd78ac6acb02da07ca9952f93ca036c8ab53
INFO:root:T= 1644503578.593108| Pinching front valves
INFO:root:T= 1644503578.593108 | asked for command Valve F1 ON
INFO:root:T= 1644503578.603108 | finished for command Valve F1 ON
INFO:root:T= 1644503578.603108 | asked for command Valve F2 ON
INFO:root:T= 1644503578.613108 | finished for command Valve F2 ON
INFO:root:T= 1644503578.613108 | asked for command Valve F3 ON
INFO:root:T= 1644503578.623108 | finished for command Valve F3 ON
INFO:root:T= 1644503578.623108 | asked for command Valve F4 ON
INFO:root:T= 1644503578.633108 | finished for command Valve F4 ON
INFO:root:T= 1644503578.633108 | asked for command Valve F5 ON
INFO:root:T= 1644503578.643109 | finished for command Valve F5 ON
INFO:root:T= 1644503578.643109 | asked for command Valve F6 ON
INFO:root:T= 1644503578.653109 | finished for command Valve F6 ON
INFO:root:T= 1644503578.653109 | asked for command Valve F7 ON
INFO:root:T= 1644503578.663109 | finished for command Valve F7 ON
INFO:root:T= 1644503578.663109 | asked for command Valve F8 ON
INFO:root:T= 1644503578.673109 | finished for command Valve F8 ON
INFO:root:T= 1644503579.693110| Pinching front valves
INFO:root:T= 1644503579.703110 | asked for command Valve F1 OFF
INFO:root:T= 1644503579.713110 | finished for command Valve F1 OFF
INFO:root:T= 1644503579.713110 | asked for command Valve F2 OFF
INFO:root:T= 1644503579.723110 | finished for command Valve F2 OFF
INFO:root:T= 1644503579.723110 | asked for command Valve F3 OFF
INFO:root:T= 1644503579.733110 | finished for command Valve F3 OFF
INFO:root:T= 1644503579.733110 | asked for command Valve F4 OFF
INFO:root:T= 1644503579.743110 | finished for command Valve F4 OFF
INFO:root:T= 1644503579.743110 | asked for command Valve F5 OFF
INFO:root:T= 1644503579.753110 | finished for command Valve F5 OFF
INFO:root:T= 1644503579.753110 | asked for command Valve F6 OFF
INFO:root:T= 1644503579.763110 | finished for command Valve F6 OFF
INFO:root:T= 1644503579.763110 | asked for command Valve F7 OFF
INFO:root:T= 1644503579.773110 | finished for command Valve F7 OFF
INFO:root:T= 1644503579.773110 | asked for command Valve F8 OFF
INFO:root:T= 1644503579.783110 | finished for command Valve F8 OFF
INFO:root:T= 1644503585.523118 | sending request gotobin to the ot2
INFO:root:T= 1644503585.563118 | Finished request gotobin to the ot2
INFO:root:T= 1644503591.223126 | sending request blink/1 to the ot2
INFO:root:T= 1644503591.743127 | Finished request blink/1 to the ot2
INFO:root:T= 1644503591.743127 | asked for command Valve B1 ON
INFO:root:T= 1644503591.763127 | finished for command Valve B1 ON
INFO:root:T= 1644503591.763127 | asked for command Valve B2 ON
INFO:root:T= 1644503591.773127 | finished for command Valve B2 ON
INFO:root:T= 1644503591.773127 | asked for command Valve B3 ON
INFO:root:T= 1644503591.783127 | finished for command Valve B3 ON
INFO:root:T= 1644503591.783127 | asked for turbidity readings for turbi sets {1, 2}
INFO:root:T= 1644503592.863128 | received turbidity readings for turbi set 1: R1= 84.0 R2= 88.0 R3= 77.0 R4= 125.0
INFO:root:T= 1644503593.953130 | received turbidity readings for turbi set 2: R5= 98.0 R6= 93.0 R7= 98.0 R8= 81.0
INFO:root:T= 1644503599.053137 | received turbidity readings for turbi set 1: R1= 82.0 R2= 91.0 R3= 69.0 R4= 120.0
INFO:root:T= 1644503600.153139 | received turbidity readings for turbi set 2: R5= 89.0 R6= 90.0 R7= 104.0 R8= 82.0
INFO:root:T= 1644503605.253146 | received turbidity readings for turbi set 1: R1= 88.0 R2= 88.0 R3= 73.0 R4= 119.0
INFO:root:T= 1644503606.303147 | received turbidity readings for turbi set 2: R5= 90.0 R6= 93.0 R7= 103.0 R8= 80.0
INFO:root:T= 1644503611.363154 | received turbidity readings for turbi set 1: R1= 86.0 R2= 92.0 R3= 68.0 R4= 116.0
INFO:root:T= 1644503612.443156 | received turbidity readings for turbi set 2: R5= 89.0 R6= 94.0 R7= 102.0 R8= 83.0
INFO:root:T= 1644503617.573163 | received turbidity readings for turbi set 1: R1= 83.0 R2= 91.0 R3= 77.0 R4= 116.0
INFO:root:T= 1644503618.673165 | received turbidity readings for turbi set 2: R5= 90.0 R6= 93.0 R7= 101.0 R8= 82.0
INFO:root:T= 1644503623.773172 | received turbidity readings for turbi set 1: R1= 84.0 R2= 93.0 R3= 78.0 R4= 126.0
INFO:root:T= 1644503624.883173 | received turbidity readings for turbi set 2: R5= 92.0 R6= 88.0 R7= 99.0 R8= 77.0
INFO:root:T= 1644503624.893173 | computed average of 6 turbidity readings after excluding 0 highest {1: 84.5, 2: 90.5, 3: 73.66666666666667, 4: 120.33333333333333, 5: 91.33333333333333, 6: 91.83333333333333, 7: 101.16666666666667, 8: 80.83333333333333}
INFO:root:T= 1644503624.903173 | applied calibration on turbidity readings average {1: 0.09043944211221255, 2: 0.0624814881493605, 3: -0.008540510120767841, 4: 0.319991613495592, 5: 0.050735690417944124, 6: 0.1295174771574792, 7: 0.17919392892740582, 8: -0.03750468787486749}
INFO:root:T= 1644503624.913173 | asked for command Valve B1 OFF
INFO:root:T= 1644503624.923173 | finished for command Valve B1 OFF
INFO:root:T= 1644503624.923173 | asked for command Valve B2 OFF
INFO:root:T= 1644503624.933173 | finished for command Valve B2 OFF
INFO:root:T= 1644503624.933173 | asked for command Valve B3 OFF
INFO:root:T= 1644503624.943173 | finished for command Valve B3 OFF
INFO:root:T= 1644503624.943173 | asked for command Valve F1 OFF
WARNING:root:useless (state already as asked) command asked Valve F1 OFF, so not doing it
INFO:root:T= 1644503624.943173 | asked for command Valve F2 OFF
WARNING:root:useless (state already as asked) command asked Valve F2 OFF, so not doing it
INFO:root:T= 1644503624.943173 | asked for command Valve F3 OFF
WARNING:root:useless (state already as asked) command asked Valve F3 OFF, so not doing it
INFO:root:T= 1644503624.943173 | asked for command Valve F4 OFF
WARNING:root:useless (state already as asked) command asked Valve F4 OFF, so not doing it
INFO:root:T= 1644503624.953173 | asked for command Valve F5 OFF
WARNING:root:useless (state already as asked) command asked Valve F5 OFF, so not doing it
INFO:root:T= 1644503624.953173 | asked for command Valve F6 OFF
WARNING:root:useless (state already as asked) command asked Valve F6 OFF, so not doing it
INFO:root:T= 1644503624.953173 | asked for command Valve F7 OFF
WARNING:root:useless (state already as asked) command asked Valve F7 OFF, so not doing it
INFO:root:T= 1644503624.953173 | asked for command Valve F8 OFF
WARNING:root:useless (state already as asked) command asked Valve F8 OFF, so not doing it
INFO:root:T= 1644503624.963173 | sending request gotobin to the ot2
INFO:root:T= 1644503625.013174 | Finished request gotobin to the ot2
INFO:root:T= 1644503625.013174 | asked for opening Pump H1 for duration 12.000000 seconds
INFO:root:T= 1644503625.013174 | asked for command Pump H1 ON
INFO:root:T= 1644503625.023173 | finished for command Pump H1 ON
INFO:root:T= 1644503625.023173 | asked for opening Pump H2 for duration 12.000000 seconds
INFO:root:T= 1644503625.023173 | asked for command Pump H2 ON
INFO:root:T= 1644503625.033174 | finished for command Pump H2 ON
INFO:root:T= 1644503625.033174 | asked for opening Pump H3 for duration 12.000000 seconds
INFO:root:T= 1644503625.033174 | asked for command Pump H3 ON
INFO:root:T= 1644503625.043173 | finished for command Pump H3 ON
INFO:root:T= 1644503625.043173 | asked for opening Pump H4 for duration 12.000000 seconds
INFO:root:T= 1644503625.043173 | asked for command Pump H4 ON
INFO:root:T= 1644503625.053174 | finished for command Pump H4 ON
INFO:root:T= 1644503625.053174 | asked for opening Pump H5 for duration 12.000000 seconds
INFO:root:T= 1644503625.053174 | asked for command Pump H5 ON
